id_proposta,pd,score_1a10,decisao,taxa_am,prazo_meses,pct_entrada_minima
P001229,0.1013244728,4,NEGAR,,,
P001230,0.1989160378,3,NEGAR,,,
P001231,0.0206888914,9,APROVAR,0.0230000000,60,0.1000000000
P001232,0.2374469103,2,NEGAR,,,
P001233,0.0694498123,6,APROVAR,0.0260000000,48,0.2000000000
P001234,0.0784156359,5,NEGAR,,,
P001235,0.2191259555,3,NEGAR,,,
P001236,0.0397458585,8,APROVAR,0.0240000000,60,0.1500000000
P001237,0.0341122825,9,APROVAR,0.0230000000,60,0.1000000000
P001238,0.3198465582,2,NEGAR,,,
P001239,0.0375060348,8,APROVAR,0.0240000000,60,0.1500000000
P001240,0.1040111863,4,NEGAR,,,
P001241,0.0434380301,8,APROVAR,0.0240000000,60,0.1500000000
P001242,0.3777276992,1,NEGAR,,,
P001243,0.1110705347,4,NEGAR,,,
P001244,0.0384984774,8,APROVAR,0.0240000000,60,0.1500000000
P001245,0.1402937920,4,NEGAR,,,
P001246,0.2574072505,2,NEGAR,,,
P001247,0.0766797722,5,NEGAR,,,
P001248,0.0757514441,5,NEGAR,,,
P001249,0.0479734801,8,APROVAR,0.0240000000,60,0.1500000000
P001250,0.0525201618,7,APROVAR,0.0250000000,60,0.1500000000
P001251,0.0340404097,9,APROVAR,0.0230000000,60,0.1000000000
P001252,0.0335223344,9,APROVAR,0.0230000000,60,0.1000000000
P001253,0.1585797602,3,NEGAR,,,
P001254,0.1296678192,4,NEGAR,,,
P001255,0.0870847428,5,NEGAR,,,
P001256,0.0193412390,10,APROVAR,0.0225000000,60,0.1000000000
P001257,0.0302234684,9,APROVAR,0.0230000000,60,0.1000000000
P001258,0.1992995883,3,NEGAR,,,
P001259,0.3340280665,2,NEGAR,,,
P001260,0.0688862810,6,APROVAR,0.0260000000,48,0.2000000000
P001261,0.0472227034,8,APROVAR,0.0240000000,60,0.1500000000
P001262,0.1050277265,4,NEGAR,,,
P001263,0.0583420461,7,APROVAR,0.0250000000,60,0.1500000000
P001264,0.0177892215,10,APROVAR,0.0225000000,60,0.1000000000
P001265,0.2017842366,3,NEGAR,,,
P001266,0.2839818805,2,NEGAR,,,
P001267,0.2073385318,3,NEGAR,,,
P001268,0.3018021305,2,NEGAR,,,
P001269,0.0781753585,5,NEGAR,,,
P001270,0.1711721159,3,NEGAR,,,
P001271,0.0414075851,8,APROVAR,0.0240000000,60,0.1500000000
P001272,0.1815912503,3,NEGAR,,,
P001273,0.0744110786,6,APROVAR,0.0260000000,48,0.2000000000
P001274,0.1575093593,3,NEGAR,,,
P001275,0.0979341658,5,NEGAR,,,
P001276,0.0317034029,9,APROVAR,0.0230000000,60,0.1000000000
P001277,0.1150187855,4,NEGAR,,,
P001278,0.2352919639,2,NEGAR,,,
P001279,0.0461565642,8,APROVAR,0.0240000000,60,0.1500000000
P001280,0.2548617362,2,NEGAR,,,
P001281,0.4732127261,1,NEGAR,,,
P001282,0.0331411356,9,APROVAR,0.0230000000,60,0.1000000000
P001283,0.0285817541,9,APROVAR,0.0230000000,60,0.1000000000
P001284,0.2498452551,2,NEGAR,,,
P001285,0.0374899257,8,APROVAR,0.0240000000,60,0.1500000000
P001286,0.0369757821,8,APROVAR,0.0240000000,60,0.1500000000
P001287,0.1197430689,4,NEGAR,,,
P001288,0.2152843567,3,NEGAR,,,
P001289,0.3393954990,2,NEGAR,,,
P001290,0.0469965259,8,APROVAR,0.0240000000,60,0.1500000000
P001291,0.0568228545,7,APROVAR,0.0250000000,60,0.1500000000
P001292,0.3672618023,1,NEGAR,,,
P001293,0.2287237169,2,NEGAR,,,
P001294,0.1419380253,4,NEGAR,,,
P001295,0.2295726193,2,NEGAR,,,
P001296,0.0447884527,8,APROVAR,0.0240000000,60,0.1500000000
P001297,0.3923180376,1,NEGAR,,,
P001298,0.0387586790,8,APROVAR,0.0240000000,60,0.1500000000
P001299,0.1345626544,4,NEGAR,,,
P001300,0.2936962070,2,NEGAR,,,
P001301,0.2289194163,2,NEGAR,,,
P001302,0.2077925220,3,NEGAR,,,
P001303,0.0845246223,5,NEGAR,,,
P001304,0.0538546850,7,APROVAR,0.0250000000,60,0.1500000000
P001305,0.3862082295,1,NEGAR,,,
P001306,0.1076822857,4,NEGAR,,,
P001307,0.0331788978,9,APROVAR,0.0230000000,60,0.1000000000
P001308,0.0823453831,5,NEGAR,,,
P001309,0.2295048651,2,NEGAR,,,
P001310,0.2608954541,2,NEGAR,,,
P001311,0.2615139754,2,NEGAR,,,
P001312,0.0793343841,5,NEGAR,,,
P001313,0.1689991829,3,NEGAR,,,
P001314,0.0571219447,7,APROVAR,0.0250000000,60,0.1500000000
P001315,0.2165477140,3,NEGAR,,,
P001316,0.0228665921,9,APROVAR,0.0230000000,60,0.1000000000
P001317,0.3259072062,2,NEGAR,,,
P001318,0.2506672672,2,NEGAR,,,
P001319,0.0814928520,5,NEGAR,,,
P001320,0.1884715387,3,NEGAR,,,
P001321,0.1063228223,4,NEGAR,,,
P001322,0.1876023433,3,NEGAR,,,
P001323,0.0235706090,9,APROVAR,0.0230000000,60,0.1000000000
P001324,0.0351753508,8,APROVAR,0.0240000000,60,0.1500000000
P001325,0.1774369028,3,NEGAR,,,
P001326,0.0559874118,7,APROVAR,0.0250000000,60,0.1500000000
P001327,0.0544080656,7,APROVAR,0.0250000000,60,0.1500000000
P001328,0.0364362315,8,APROVAR,0.0240000000,60,0.1500000000
P001329,0.0200607758,9,APROVAR,0.0230000000,60,0.1000000000
P001330,0.2319724830,2,NEGAR,,,
P001331,0.0646476461,6,APROVAR,0.0260000000,48,0.2000000000
P001332,0.0381837947,8,APROVAR,0.0240000000,60,0.1500000000
P001333,0.3762605722,1,NEGAR,,,
P001334,0.0882205316,5,NEGAR,,,
P001335,0.0558583284,7,APROVAR,0.0250000000,60,0.1500000000
P001336,0.1974333951,3,NEGAR,,,
P001337,0.0745001326,6,APROVAR,0.0260000000,48,0.2000000000
P001338,0.0630186389,6,APROVAR,0.0260000000,48,0.2000000000
P001339,0.0591754095,7,APROVAR,0.0250000000,60,0.1500000000
P001340,0.3262053765,2,NEGAR,,,
P001341,0.2286784651,2,NEGAR,,,
P001342,0.2068439700,3,NEGAR,,,
P001343,0.0621597283,6,APROVAR,0.0260000000,48,0.2000000000
P001344,0.1102497432,4,NEGAR,,,
P001345,0.0280005009,9,APROVAR,0.0230000000,60,0.1000000000
P001346,0.0417555403,8,APROVAR,0.0240000000,60,0.1500000000
P001347,0.2770185061,2,NEGAR,,,
P001348,0.2041016438,3,NEGAR,,,
P001349,0.0209908637,9,APROVAR,0.0230000000,60,0.1000000000
P001350,0.1603104433,3,NEGAR,,,
P001351,0.0590493019,7,APROVAR,0.0250000000,60,0.1500000000
P001352,0.0556410646,7,APROVAR,0.0250000000,60,0.1500000000
P001353,0.0284484809,9,APROVAR,0.0230000000,60,0.1000000000
P001354,0.0591533353,7,APROVAR,0.0250000000,60,0.1500000000
P001355,0.1046705660,4,NEGAR,,,
P001356,0.4166650979,1,NEGAR,,,
P001357,0.3971985763,1,NEGAR,,,
P001358,0.4261723037,1,NEGAR,,,
P001359,0.2216158114,2,NEGAR,,,
P001360,0.3794606613,1,NEGAR,,,
P001361,0.1386869945,4,NEGAR,,,
P001362,0.2096500030,3,NEGAR,,,
P001363,0.0279394266,9,APROVAR,0.0230000000,60,0.1000000000
P001364,0.0446434475,8,APROVAR,0.0240000000,60,0.1500000000
P001365,0.0447520721,8,APROVAR,0.0240000000,60,0.1500000000
P001366,0.0214642957,9,APROVAR,0.0230000000,60,0.1000000000
P001367,0.0249431728,9,APROVAR,0.0230000000,60,0.1000000000
P001368,0.0802551346,5,NEGAR,,,
P001369,0.3688423891,1,NEGAR,,,
P001370,0.4634224803,1,NEGAR,,,
P001371,0.1939089297,3,NEGAR,,,
P001372,0.2039956545,3,NEGAR,,,
P001373,0.2617027455,2,NEGAR,,,
P001374,0.1989251583,3,NEGAR,,,
P001375,0.0384433741,8,APROVAR,0.0240000000,60,0.1500000000
P001376,0.2892583349,2,NEGAR,,,
P001377,0.0462575958,8,APROVAR,0.0240000000,60,0.1500000000
P001378,0.1012631716,4,NEGAR,,,
P001379,0.1181025155,4,NEGAR,,,
P001380,0.0590928515,7,APROVAR,0.0250000000,60,0.1500000000
P001381,0.0265438163,9,APROVAR,0.0230000000,60,0.1000000000
P001382,0.1626714322,3,NEGAR,,,
P001383,0.2963785552,2,NEGAR,,,
P001384,0.3191623806,2,NEGAR,,,
P001385,0.1181561654,4,NEGAR,,,
P001386,0.0314677020,9,APROVAR,0.0230000000,60,0.1000000000
P001387,0.1815142845,3,NEGAR,,,
P001388,0.0515848048,7,APROVAR,0.0250000000,60,0.1500000000
P001389,0.1863907551,3,NEGAR,,,
P001390,0.1394878018,4,NEGAR,,,
P001391,0.1664866353,3,NEGAR,,,
P001392,0.2673186380,2,NEGAR,,,
P001393,0.1742336315,3,NEGAR,,,
P001394,0.0460948242,8,APROVAR,0.0240000000,60,0.1500000000
P001395,0.0328450749,9,APROVAR,0.0230000000,60,0.1000000000
P001396,0.0780752760,5,NEGAR,,,
P001397,0.0613347115,6,APROVAR,0.0260000000,48,0.2000000000
P001398,0.3007391930,2,NEGAR,,,
P001399,0.2083205757,3,NEGAR,,,
P001400,0.0772783451,5,NEGAR,,,
P001401,0.0444602131,8,APROVAR,0.0240000000,60,0.1500000000
P001402,0.1544377859,3,NEGAR,,,
P001403,0.0591735623,7,APROVAR,0.0250000000,60,0.1500000000
P001404,0.0684800372,6,APROVAR,0.0260000000,48,0.2000000000
P001405,0.2676623760,2,NEGAR,,,
P001406,0.0184024570,10,APROVAR,0.0225000000,60,0.1000000000
P001407,0.3795227619,1,NEGAR,,,
P001408,0.0531221699,7,APROVAR,0.0250000000,60,0.1500000000
P001409,0.2336397984,2,NEGAR,,,
P001410,0.0586565645,7,APROVAR,0.0250000000,60,0.1500000000
P001411,0.0422413837,8,APROVAR,0.0240000000,60,0.1500000000
P001412,0.0227799643,9,APROVAR,0.0230000000,60,0.1000000000
P001413,0.2341115066,2,NEGAR,,,
P001414,0.0943252679,5,NEGAR,,,
P001415,0.0459358646,8,APROVAR,0.0240000000,60,0.1500000000
P001416,0.0567454216,7,APROVAR,0.0250000000,60,0.1500000000
P001417,0.2162843830,3,NEGAR,,,
P001418,0.0829634154,5,NEGAR,,,
P001419,0.0292814142,9,APROVAR,0.0230000000,60,0.1000000000
P001420,0.0634874536,6,APROVAR,0.0260000000,48,0.2000000000
P001421,0.0511634103,7,APROVAR,0.0250000000,60,0.1500000000
P001422,0.1520619394,3,NEGAR,,,
P001423,0.2016878102,3,NEGAR,,,
P001424,0.1410591108,4,NEGAR,,,
P001425,0.0370276037,8,APROVAR,0.0240000000,60,0.1500000000
P001426,0.0428693835,8,APROVAR,0.0240000000,60,0.1500000000
P001427,0.2523143338,2,NEGAR,,,
P001428,0.2666018379,2,NEGAR,,,
P001429,0.0766862032,5,NEGAR,,,
P001430,0.1022783568,4,NEGAR,,,
P001431,0.0501082097,7,APROVAR,0.0250000000,60,0.1500000000
P001432,0.2602715058,2,NEGAR,,,
P001433,0.0315396529,9,APROVAR,0.0230000000,60,0.1000000000
P001434,0.2469020066,2,NEGAR,,,
P001435,0.0420870228,8,APROVAR,0.0240000000,60,0.1500000000
P001436,0.0288524962,9,APROVAR,0.0230000000,60,0.1000000000
P001437,0.2060265029,3,NEGAR,,,
P001438,0.0327408170,9,APROVAR,0.0230000000,60,0.1000000000
P001439,0.0202708978,9,APROVAR,0.0230000000,60,0.1000000000
P001440,0.0523931077,7,APROVAR,0.0250000000,60,0.1500000000
P001441,0.1047034689,4,NEGAR,,,
P001442,0.1434158579,4,NEGAR,,,
P001443,0.0540777558,7,APROVAR,0.0250000000,60,0.1500000000
P001444,0.0676367091,6,APROVAR,0.0260000000,48,0.2000000000
P001445,0.0744957179,6,APROVAR,0.0260000000,48,0.2000000000
P001446,0.1377612704,4,NEGAR,,,
P001447,0.3358558781,2,NEGAR,,,
P001448,0.1033778338,4,NEGAR,,,
P001449,0.3085412023,2,NEGAR,,,
P001450,0.0627993096,6,APROVAR,0.0260000000,48,0.2000000000
P001451,0.2163683968,3,NEGAR,,,
P001452,0.3467603100,2,NEGAR,,,
P001453,0.0342775659,9,APROVAR,0.0230000000,60,0.1000000000
P001454,0.0360439772,8,APROVAR,0.0240000000,60,0.1500000000
P001455,0.0280227825,9,APROVAR,0.0230000000,60,0.1000000000
P001456,0.1359433537,4,NEGAR,,,
P001457,0.0320431036,9,APROVAR,0.0230000000,60,0.1000000000
P001458,0.1841868117,3,NEGAR,,,
P001459,0.3234756643,2,NEGAR,,,
P001460,0.2654148244,2,NEGAR,,,
P001461,0.0632227788,6,APROVAR,0.0260000000,48,0.2000000000
P001462,0.2753282762,2,NEGAR,,,
P001463,0.0359102813,8,APROVAR,0.0240000000,60,0.1500000000
P001464,0.2762727864,2,NEGAR,,,
P001465,0.2216177856,2,NEGAR,,,
P001466,0.0373291312,8,APROVAR,0.0240000000,60,0.1500000000
P001467,0.0397888795,8,APROVAR,0.0240000000,60,0.1500000000
P001468,0.0277907259,9,APROVAR,0.0230000000,60,0.1000000000
P001469,0.0692699966,6,APROVAR,0.0260000000,48,0.2000000000
P001470,0.2929888856,2,NEGAR,,,
P001471,0.1962623535,3,NEGAR,,,
P001472,0.0625036735,6,APROVAR,0.0260000000,48,0.2000000000
P001473,0.0439742706,8,APROVAR,0.0240000000,60,0.1500000000
P001474,0.0383514780,8,APROVAR,0.0240000000,60,0.1500000000
P001475,0.1841417476,3,NEGAR,,,
P001476,0.0289447328,9,APROVAR,0.0230000000,60,0.1000000000
P001477,0.0390484682,8,APROVAR,0.0240000000,60,0.1500000000
P001478,0.3563444459,1,NEGAR,,,
P001479,0.0915525194,5,NEGAR,,,
P001480,0.2254850953,2,NEGAR,,,
P001481,0.2871309908,2,NEGAR,,,
P001482,0.0550537842,7,APROVAR,0.0250000000,60,0.1500000000
P001483,0.0355712339,8,APROVAR,0.0240000000,60,0.1500000000
P001484,0.1440796457,4,NEGAR,,,
P001485,0.0997183020,5,NEGAR,,,
P001486,0.0413193932,8,APROVAR,0.0240000000,60,0.1500000000
P001487,0.0564740205,7,APROVAR,0.0250000000,60,0.1500000000
P001488,0.1029618353,4,NEGAR,,,
P001489,0.0796709205,5,NEGAR,,,
P001490,0.0846591969,5,NEGAR,,,
P001491,0.0324687713,9,APROVAR,0.0230000000,60,0.1000000000
P001492,0.0389363670,8,APROVAR,0.0240000000,60,0.1500000000
P001493,0.1656986387,3,NEGAR,,,
P001494,0.0466133563,8,APROVAR,0.0240000000,60,0.1500000000
P001495,0.0376800346,8,APROVAR,0.0240000000,60,0.1500000000
P001496,0.0507278559,7,APROVAR,0.0250000000,60,0.1500000000
P001497,0.0517204990,7,APROVAR,0.0250000000,60,0.1500000000
P001498,0.0938694050,5,NEGAR,,,
P001499,0.0659993085,6,APROVAR,0.0260000000,48,0.2000000000
P001500,0.0543312160,7,APROVAR,0.0250000000,60,0.1500000000
P001501,0.0435898375,8,APROVAR,0.0240000000,60,0.1500000000
P001502,0.0611659798,6,APROVAR,0.0260000000,48,0.2000000000
P001503,0.0538033384,7,APROVAR,0.0250000000,60,0.1500000000
P001504,0.3323727545,2,NEGAR,,,
P001505,0.1364709620,4,NEGAR,,,
P001506,0.0829869882,5,NEGAR,,,
P001507,0.0580080144,7,APROVAR,0.0250000000,60,0.1500000000
P001508,0.0254004917,9,APROVAR,0.0230000000,60,0.1000000000
P001509,0.1144646264,4,NEGAR,,,
P001510,0.4171950522,1,NEGAR,,,
P001511,0.0750374539,5,NEGAR,,,
P001512,0.0291954017,9,APROVAR,0.0230000000,60,0.1000000000
P001513,0.2246440106,2,NEGAR,,,
P001514,0.2517273588,2,NEGAR,,,
P001515,0.1402154641,4,NEGAR,,,
P001516,0.2623816202,2,NEGAR,,,
P001517,0.0852929812,5,NEGAR,,,
P001518,0.3267447636,2,NEGAR,,,
P001519,0.0831980011,5,NEGAR,,,
P001520,0.1687040629,3,NEGAR,,,
P001521,0.0218563777,9,APROVAR,0.0230000000,60,0.1000000000
P001522,0.1612238441,3,NEGAR,,,
P001523,0.0385498593,8,APROVAR,0.0240000000,60,0.1500000000
P001524,0.0267322272,9,APROVAR,0.0230000000,60,0.1000000000
P001525,0.0983571101,5,NEGAR,,,
P001526,0.2123935997,3,NEGAR,,,
P001527,0.4628677750,1,NEGAR,,,
P001528,0.2005021856,3,NEGAR,,,
P001529,0.0355973348,8,APROVAR,0.0240000000,60,0.1500000000
P001530,0.1871559374,3,NEGAR,,,
P001531,0.2225030924,2,NEGAR,,,
P001532,0.0348589429,9,APROVAR,0.0230000000,60,0.1000000000
P001533,0.3244785584,2,NEGAR,,,
P001534,0.2298589733,2,NEGAR,,,
P001535,0.0330462257,9,APROVAR,0.0230000000,60,0.1000000000
P001536,0.0351535565,8,APROVAR,0.0240000000,60,0.1500000000
P001537,0.3740243786,1,NEGAR,,,
P001538,0.0711083244,6,APROVAR,0.0260000000,48,0.2000000000
P001539,0.0368199845,8,APROVAR,0.0240000000,60,0.1500000000
P001540,0.0303526485,9,APROVAR,0.0230000000,60,0.1000000000
P001541,0.0399358490,8,APROVAR,0.0240000000,60,0.1500000000
P001542,0.1098909110,4,NEGAR,,,
P001543,0.0412250841,8,APROVAR,0.0240000000,60,0.1500000000
P001544,0.4057104954,1,NEGAR,,,
P001545,0.0319112731,9,APROVAR,0.0230000000,60,0.1000000000
P001546,0.0415784582,8,APROVAR,0.0240000000,60,0.1500000000
P001547,0.1298825324,4,NEGAR,,,
P001548,0.0862941160,5,NEGAR,,,
P001549,0.0540333459,7,APROVAR,0.0250000000,60,0.1500000000
P001550,0.3302122742,2,NEGAR,,,
P001551,0.0289119251,9,APROVAR,0.0230000000,60,0.1000000000
P001552,0.0466894765,8,APROVAR,0.0240000000,60,0.1500000000
P001553,0.0437172784,8,APROVAR,0.0240000000,60,0.1500000000
P001554,0.0435345085,8,APROVAR,0.0240000000,60,0.1500000000
P001555,0.1107743703,4,NEGAR,,,
P001556,0.0589516803,7,APROVAR,0.0250000000,60,0.1500000000
P001557,0.2400189178,2,NEGAR,,,
P001558,0.1131537549,4,NEGAR,,,
P001559,0.0647578276,6,APROVAR,0.0260000000,48,0.2000000000
P001560,0.1313453097,4,NEGAR,,,
P001561,0.0311376524,9,APROVAR,0.0230000000,60,0.1000000000
P001562,0.1772679080,3,NEGAR,,,
P001563,0.0434296282,8,APROVAR,0.0240000000,60,0.1500000000
P001564,0.3560095105,1,NEGAR,,,
P001565,0.3680903836,1,NEGAR,,,
P001566,0.0391655624,8,APROVAR,0.0240000000,60,0.1500000000
P001567,0.0555088384,7,APROVAR,0.0250000000,60,0.1500000000
P001568,0.0318576089,9,APROVAR,0.0230000000,60,0.1000000000
P001569,0.0294648866,9,APROVAR,0.0230000000,60,0.1000000000
P001570,0.0267239981,9,APROVAR,0.0230000000,60,0.1000000000
P001571,0.2806784014,2,NEGAR,,,
P001572,0.0498981793,8,APROVAR,0.0240000000,60,0.1500000000
P001573,0.0736920324,6,APROVAR,0.0260000000,48,0.2000000000
P001574,0.0914704496,5,NEGAR,,,
P001575,0.0253535423,9,APROVAR,0.0230000000,60,0.1000000000
P001576,0.0230529377,9,APROVAR,0.0230000000,60,0.1000000000
P001577,0.0831733008,5,NEGAR,,,
P001578,0.0929151062,5,NEGAR,,,
P001579,0.0263118085,9,APROVAR,0.0230000000,60,0.1000000000
P001580,0.0577999415,7,APROVAR,0.0250000000,60,0.1500000000
P001581,0.0730129401,6,APROVAR,0.0260000000,48,0.2000000000
P001582,0.2090751398,3,NEGAR,,,
P001583,0.1847126467,3,NEGAR,,,
P001584,0.0409607473,8,APROVAR,0.0240000000,60,0.1500000000
P001585,0.0349165030,9,APROVAR,0.0230000000,60,0.1000000000
P001586,0.2275701188,2,NEGAR,,,
P001587,0.0435663001,8,APROVAR,0.0240000000,60,0.1500000000
P001588,0.2619939361,2,NEGAR,,,
P001589,0.2073047005,3,NEGAR,,,
P001590,0.1812720466,3,NEGAR,,,
P001591,0.2469004666,2,NEGAR,,,
P001592,0.0433510688,8,APROVAR,0.0240000000,60,0.1500000000
P001593,0.0388386354,8,APROVAR,0.0240000000,60,0.1500000000
P001594,0.0371209882,8,APROVAR,0.0240000000,60,0.1500000000
P001595,0.3548693547,1,NEGAR,,,
P001596,0.0308380895,9,APROVAR,0.0230000000,60,0.1000000000
P001597,0.1102171250,4,NEGAR,,,
P001598,0.0366422916,8,APROVAR,0.0240000000,60,0.1500000000
P001599,0.1251737213,4,NEGAR,,,
P001600,0.0304439384,9,APROVAR,0.0230000000,60,0.1000000000
P001601,0.3726772364,1,NEGAR,,,
P001602,0.2712101591,2,NEGAR,,,
P001603,0.0294386219,9,APROVAR,0.0230000000,60,0.1000000000
P001604,0.3110749454,2,NEGAR,,,
P001605,0.0337331297,9,APROVAR,0.0230000000,60,0.1000000000
P001606,0.1989466540,3,NEGAR,,,
P001607,0.0703196051,6,APROVAR,0.0260000000,48,0.2000000000
P001608,0.1071499371,4,NEGAR,,,
P001609,0.0235025457,9,APROVAR,0.0230000000,60,0.1000000000
P001610,0.0632500200,6,APROVAR,0.0260000000,48,0.2000000000
P001611,0.0297744644,9,APROVAR,0.0230000000,60,0.1000000000
P001612,0.0651293226,6,APROVAR,0.0260000000,48,0.2000000000
P001613,0.0471552897,8,APROVAR,0.0240000000,60,0.1500000000
P001614,0.2838075094,2,NEGAR,,,
P001615,0.0315916489,9,APROVAR,0.0230000000,60,0.1000000000
P001616,0.2247260249,2,NEGAR,,,
P001617,0.3623278263,1,NEGAR,,,
P001618,0.1783189219,3,NEGAR,,,
P001619,0.0541251308,7,APROVAR,0.0250000000,60,0.1500000000
P001620,0.0441377678,8,APROVAR,0.0240000000,60,0.1500000000
P001621,0.2276045376,2,NEGAR,,,
P001622,0.3120807616,2,NEGAR,,,
P001623,0.0785862173,5,NEGAR,,,
P001624,0.2243228725,2,NEGAR,,,
P001625,0.0566754399,7,APROVAR,0.0250000000,60,0.1500000000
P001626,0.0341649862,9,APROVAR,0.0230000000,60,0.1000000000
P001627,0.1312015922,4,NEGAR,,,
P001628,0.4974710234,1,NEGAR,,,
P001629,0.0656461212,6,APROVAR,0.0260000000,48,0.2000000000
P001630,0.1526828478,3,NEGAR,,,
P001631,0.0991746050,5,NEGAR,,,
P001632,0.2858251736,2,NEGAR,,,
P001633,0.4324726689,1,NEGAR,,,
P001634,0.0593234122,7,APROVAR,0.0250000000,60,0.1500000000
P001635,0.2411798601,2,NEGAR,,,
P001636,0.0575648766,7,APROVAR,0.0250000000,60,0.1500000000
P001637,0.1269193550,4,NEGAR,,,
P001638,0.0587376763,7,APROVAR,0.0250000000,60,0.1500000000
P001639,0.0270618243,9,APROVAR,0.0230000000,60,0.1000000000
P001640,0.0381131631,8,APROVAR,0.0240000000,60,0.1500000000
P001641,0.1284061431,4,NEGAR,,,
P001642,0.0261018856,9,APROVAR,0.0230000000,60,0.1000000000
P001643,0.0265575023,9,APROVAR,0.0230000000,60,0.1000000000
P001644,0.0349490044,9,APROVAR,0.0230000000,60,0.1000000000
P001645,0.1000755955,4,NEGAR,,,
P001646,0.1012291105,4,NEGAR,,,
P001647,0.0928406653,5,NEGAR,,,
P001648,0.0292105681,9,APROVAR,0.0230000000,60,0.1000000000
P001649,0.0492689291,8,APROVAR,0.0240000000,60,0.1500000000
P001650,0.1256450271,4,NEGAR,,,
P001651,0.0810196991,5,NEGAR,,,
P001652,0.1888395963,3,NEGAR,,,
P001653,0.0333458616,9,APROVAR,0.0230000000,60,0.1000000000
P001654,0.0476764548,8,APROVAR,0.0240000000,60,0.1500000000
P001655,0.0612788130,6,APROVAR,0.0260000000,48,0.2000000000
P001656,0.0306834477,9,APROVAR,0.0230000000,60,0.1000000000
P001657,0.2276978034,2,NEGAR,,,
P001658,0.0435743597,8,APROVAR,0.0240000000,60,0.1500000000
P001659,0.2443870626,2,NEGAR,,,
P001660,0.0628123499,6,APROVAR,0.0260000000,48,0.2000000000
P001661,0.7377131590,1,NEGAR,,,
P001662,0.0459376670,8,APROVAR,0.0240000000,60,0.1500000000
P001663,0.0423201002,8,APROVAR,0.0240000000,60,0.1500000000
P001664,0.0480371994,8,APROVAR,0.0240000000,60,0.1500000000
P001665,0.0446228302,8,APROVAR,0.0240000000,60,0.1500000000
P001666,0.0933409774,5,NEGAR,,,
P001667,0.3443996802,2,NEGAR,,,
P001668,0.0469171054,8,APROVAR,0.0240000000,60,0.1500000000
P001669,0.3534746774,1,NEGAR,,,
P001670,0.2863412645,2,NEGAR,,,
P001671,0.0414290710,8,APROVAR,0.0240000000,60,0.1500000000
P001672,0.1383683313,4,NEGAR,,,
P001673,0.2111046339,3,NEGAR,,,
P001674,0.0483872538,8,APROVAR,0.0240000000,60,0.1500000000
P001675,0.3535597521,1,NEGAR,,,
P001676,0.2188022775,3,NEGAR,,,
P001677,0.1660165529,3,NEGAR,,,
P001678,0.1194835794,4,NEGAR,,,
P001679,0.2995386527,2,NEGAR,,,
P001680,0.0553290601,7,APROVAR,0.0250000000,60,0.1500000000
P001681,0.0448289101,8,APROVAR,0.0240000000,60,0.1500000000
P001682,0.2476838980,2,NEGAR,,,
P001683,0.2201553836,2,NEGAR,,,
P001684,0.0258032316,9,APROVAR,0.0230000000,60,0.1000000000
P001685,0.0628966784,6,APROVAR,0.0260000000,48,0.2000000000
P001686,0.2897622287,2,NEGAR,,,
P001687,0.0366553778,8,APROVAR,0.0240000000,60,0.1500000000
P001688,0.1467651050,4,NEGAR,,,
P001689,0.0483907553,8,APROVAR,0.0240000000,60,0.1500000000
P001690,0.2589092881,2,NEGAR,,,
P001691,0.1713472766,3,NEGAR,,,
P001692,0.1623522263,3,NEGAR,,,
P001693,0.0460397562,8,APROVAR,0.0240000000,60,0.1500000000
P001694,0.0551016719,7,APROVAR,0.0250000000,60,0.1500000000
P001695,0.0904137828,5,NEGAR,,,
P001696,0.0965107980,5,NEGAR,,,
P001697,0.0866142451,5,NEGAR,,,
P001698,0.1943097182,3,NEGAR,,,
P001699,0.2179659995,3,NEGAR,,,
P001700,0.3666480783,1,NEGAR,,,
P001701,0.0346003221,9,APROVAR,0.0230000000,60,0.1000000000
P001702,0.0437316168,8,APROVAR,0.0240000000,60,0.1500000000
P001703,0.0532189614,7,APROVAR,0.0250000000,60,0.1500000000
P001704,0.0773652665,5,NEGAR,,,
P001705,0.2339644411,2,NEGAR,,,
P001706,0.0510556506,7,APROVAR,0.0250000000,60,0.1500000000
P001707,0.0666547278,6,APROVAR,0.0260000000,48,0.2000000000
P001708,0.0217998155,9,APROVAR,0.0230000000,60,0.1000000000
P001709,0.3323726395,2,NEGAR,,,
P001710,0.0295685872,9,APROVAR,0.0230000000,60,0.1000000000
P001711,0.0317184974,9,APROVAR,0.0230000000,60,0.1000000000
P001712,0.2207195878,2,NEGAR,,,
P001713,0.1711225318,3,NEGAR,,,
P001714,0.0624824506,6,APROVAR,0.0260000000,48,0.2000000000
P001715,0.0563385621,7,APROVAR,0.0250000000,60,0.1500000000
P001716,0.2702900582,2,NEGAR,,,
P001717,0.0550965335,7,APROVAR,0.0250000000,60,0.1500000000
P001718,0.1181689549,4,NEGAR,,,
P001719,0.1030079568,4,NEGAR,,,
P001720,0.0401080679,8,APROVAR,0.0240000000,60,0.1500000000
P001721,0.0906198517,5,NEGAR,,,
P001722,0.0946984668,5,NEGAR,,,
P001723,0.1987113630,3,NEGAR,,,
P001724,0.0464636287,8,APROVAR,0.0240000000,60,0.1500000000
P001725,0.0760426071,5,NEGAR,,,
P001726,0.0368423137,8,APROVAR,0.0240000000,60,0.1500000000
