id_contrato,pd
T001272,0.0343792549
T001273,0.0348146625
T001274,0.0478456160
T001275,0.0304252471
T001276,0.0433456334
T001277,0.1061776762
T001278,0.0583770196
T001279,0.0924225864
T001280,0.0290887050
T001281,0.0320847984
T001282,0.0383144585
T001283,0.0405685427
T001284,0.0460134116
T001285,0.0329790416
T001286,0.0394206192
T001287,0.0522533170
T001288,0.0232143454
T001289,0.1697844339
T001290,0.0322314097
T001291,0.0512462756
T001292,0.0272054898
T001293,0.0601585343
T001294,0.0536388604
T001295,0.0221970957
T001296,0.0614342269
T001297,0.0589687294
T001298,0.0333715273
T001299,0.0415564338
T001300,0.0285427357
T001301,0.0444584870
T001302,0.0538553884
T001303,0.0440156305
T001304,0.0590712679
T001305,0.0273704012
T001306,0.0936882262
T001307,0.0891752994
T001308,0.0868556481
T001309,0.0352669099
T001310,0.0857293408
T001311,0.0342365885
T001312,0.0443125307
T001313,0.0230830604
T001314,0.0356531968
T001315,0.0441300240
T001316,0.1658464540
T001317,0.0507871637
T001318,0.0435416738
T001319,0.0356778856
T001320,0.0493786040
T001321,0.0470844023
T001322,0.1068038200
T001323,0.0346384542
T001324,0.1070790872
T001325,0.0500228662
T001326,0.0590809165
T001327,0.0360355421
T001328,0.0808987525
T001329,0.0287232921
T001330,0.0515682835
T001331,0.0726725838
T001332,0.1076449432
T001333,0.0315745550
T001334,0.0314718025
T001335,0.0447856387
T001336,0.0215319990
T001337,0.0385353459
T001338,0.1024532029
T001339,0.0321201061
T001340,0.0474101791
T001341,0.1070791718
T001342,0.0701954624
T001343,0.0464121054
T001344,0.0484222580
T001345,0.0679129546
T001346,0.0269339766
T001347,0.0318022550
T001348,0.0298331241
T001349,0.0260356445
T001350,0.0427136903
T001351,0.0356613083
T001352,0.1741446554
T001353,0.1847076270
T001354,0.0800025570
T001355,0.0793850125
T001356,0.0447974287
T001357,0.1150965992
T001358,0.0251205216
T001359,0.0328405690
T001360,0.0257396686
T001361,0.0338094598
T001362,0.0236092335
T001363,0.0568234142
T001364,0.0487992048
T001365,0.0329511778
T001366,0.0312194697
T001367,0.0661453130
T001368,0.0442191630
T001369,0.0513026613
T001370,0.0476513342
T001371,0.0642431236
T001372,0.0688892256
T001373,0.0770812839
T001374,0.1671693885
T001375,0.0100018779
T001376,0.3436690377
T001377,0.1846633947
T001378,0.0402913916
T001379,0.0734099517
T001380,0.0237486776
T001381,0.0521751520
T001382,0.0401985007
T001383,0.0782053834
T001384,0.0620191120
T001385,0.0574846953
T001386,0.0419660370
T001387,0.0996173695
T001388,0.0479693801
T001389,0.0718418914
T001390,0.0643981959
T001391,0.0352505526
T001392,0.1326900027
T001393,0.0658494175
T001394,0.1549602013
T001395,0.0749464966
T001396,0.0391865709
T001397,0.0750511221
T001398,0.0660132494
T001399,0.0223184188
T001400,0.0247901977
T001401,0.0336184284
T001402,0.0257943649
T001403,0.0304885188
T001404,0.0363146634
T001405,0.1038710631
T001406,0.1020957246
T001407,0.1049368402
T001408,0.0432162299
T001409,0.0411226716
T001410,0.1062712120
T001411,0.0525022107
T001412,0.0539004585
T001413,0.0223845239
T001414,0.0334213498
T001415,0.1193930322
T001416,0.0529198720
T001417,0.0577756440
T001418,0.0220186827
T001419,0.0476353633
T001420,0.0506069809
T001421,0.1353153171
T001422,0.0866003268
T001423,0.0327630204
T001424,0.0488166176
T001425,0.0911628116
T001426,0.0265881487
T001427,0.0674028627
T001428,0.0400310114
T001429,0.0569257610
T001430,0.0261629921
T001431,0.0547208893
T001432,0.0187498152
T001433,0.0345915952
T001434,0.1876046811
T001435,0.0532415310
T001436,0.2078287091
T001437,0.2565316803
T001438,0.0279813961
T001439,0.0504753241
T001440,0.0385736832
T001441,0.0717254693
T001442,0.1149058910
T001443,0.0535659605
T001444,0.1001734591
T001445,0.0209365977
T001446,0.0223294828
T001447,0.1008188480
T001448,0.0336242232
T001449,0.0280430409
T001450,0.0519613898
T001451,0.2243894390
T001452,0.3017528435
T001453,0.0640112423
T001454,0.3914715408
T001455,0.0446887905
T001456,0.0391411732
T001457,0.0311118395
T001458,0.0479616269
T001459,0.0705771870
T001460,0.0305111624
T001461,0.0546336377
T001462,0.0586586856
T001463,0.0935539262
T001464,0.2918324970
T001465,0.0554962719
T001466,0.0572746681
T001467,0.0602720804
T001468,0.0739793412
T001469,0.0829759285
T001470,0.0612173805
T001471,0.0228738903
T001472,0.1415959175
T001473,0.0322369838
T001474,0.0836353269
T001475,0.0465580408
T001476,0.0273071165
T001477,0.0377509194
T001478,0.0885970573
T001479,0.2344640040
T001480,0.0669109657
T001481,0.0364864087
T001482,0.0770454331
T001483,0.2192517116
T001484,0.0922572552
T001485,0.1041299073
T001486,0.0360725727
T001487,0.2076696502
T001488,0.0353930465
T001489,0.0545623895
T001490,0.1411893488
T001491,0.0347721890
T001492,0.0515151970
T001493,0.0588069719
T001494,0.0322822758
T001495,0.0217748220
T001496,0.0600490385
T001497,0.1128349944
T001498,0.0317071747
T001499,0.0709333971
T001500,0.0272534637
T001501,0.0694373739
T001502,0.1077878265
T001503,0.0525894200
T001504,0.0487810210
T001505,0.0368140908
T001506,0.1285464532
T001507,0.1468827619
T001508,0.0474515789
T001509,0.0238822039
T001510,0.1343201911
T001511,0.0302851715
T001512,0.0191324090
T001513,0.0892627597
T001514,0.0613707077
T001515,0.0478493838
T001516,0.0865908046
T001517,0.0442972522
T001518,0.0539159623
T001519,0.0391711622
T001520,0.1796845742
T001521,0.0412053516
T001522,0.1146129127
T001523,0.0260937702
T001524,0.0425064461
T001525,0.0441240972
T001526,0.0457842708
T001527,0.1236318797
T001528,0.0276786575
T001529,0.0276130170
T001530,0.0468075900
T001531,0.0348742121
T001532,0.0276784715
T001533,0.0529035112
T001534,0.0572068163
T001535,0.1232662358
T001536,0.0529806733
T001537,0.0874846513
T001538,0.0276541041
T001539,0.0273793230
T001540,0.0303106336
T001541,0.1658361268
T001542,0.0397817678
T001543,0.0362372959
T001544,0.0359678534
T001545,0.0730944692
T001546,0.0441619023
T001547,0.0950403258
T001548,0.0441588810
T001549,0.0765112950
T001550,0.0311096073
T001551,0.0638191456
T001552,0.1201651483
T001553,0.1357998796
T001554,0.0409263649
T001555,0.0248071513
T001556,0.1736004525
T001557,0.0417586622
T001558,0.0208345145
T001559,0.0257792078
T001560,0.0675735156
T001561,0.0424250601
T001562,0.0757482668
T001563,0.0549852913
T001564,0.0863638453
T001565,0.0740637412
T001566,0.1499892282
T001567,0.0467975253
T001568,0.0728784233
T001569,0.1590722763
T001570,0.0318617987
T001571,0.3022973320
T001572,0.0879816202
T001573,0.0520074923
T001574,0.0309304422
T001575,0.0803720645
T001576,0.2165918366
T001577,0.0310309989
T001578,0.0419291754
T001579,0.2383733224
T001580,0.0777918910
T001581,0.0309980580
T001582,0.0549852232
T001583,0.1295346494
T001584,0.0982421734
T001585,0.3651163510
T001586,0.0580702673
T001587,0.0331447769
T001588,0.0245753104
T001589,0.0377155680
T001590,0.0624928874
T001591,0.0408114393
T001592,0.0582992600
T001593,0.0433742842
T001594,0.0297982900
T001595,0.0192094189
T001596,0.0395087935
T001597,0.0608514472
T001598,0.0641680578
T001599,0.0258493905
T001600,0.0302745203
T001601,0.0587778931
T001602,0.0408287469
T001603,0.0291499596
T001604,0.0576891280
T001605,0.0583408465
T001606,0.1365923225
T001607,0.1024645680
T001608,0.0443098666
T001609,0.0897288756
T001610,0.0589921887
T001611,0.0297712074
T001612,0.1226295680
T001613,0.0460862033
T001614,0.0417907986
T001615,0.0683165456
T001616,0.0361899738
T001617,0.1087030173
T001618,0.2736396989
T001619,0.0412544118
T001620,0.1719016136
T001621,0.0549663337
T001622,0.1076324757
T001623,0.0269452005
T001624,0.0306299643
T001625,0.0348406951
T001626,0.0509686022
T001627,0.3115629666
T001628,0.0519741376
T001629,0.0820181347
T001630,0.1467185951
T001631,0.5168173606
T001632,0.0238256893
T001633,0.0617620711
T001634,0.0616070346
T001635,0.0330979776
T001636,0.0294035715
T001637,0.0215589619
T001638,0.1456901387
T001639,0.0460980609
T001640,0.1746769621
T001641,0.0427079346
T001642,0.0658444913
T001643,0.0343671979
T001644,0.0284959937
T001645,0.0425794492
T001646,0.0644311010
T001647,0.0371303610
T001648,0.0925952833
T001649,0.0647460577
T001650,0.0406583670
T001651,0.2620376210
T001652,0.1281890569
T001653,0.2104264755
T001654,0.0395844583
T001655,0.0420176499
T001656,0.0806928043
T001657,0.0246033350
T001658,0.1136097408
T001659,0.0478109061
T001660,0.0331994568
T001661,0.0299465639
T001662,0.2499407868
T001663,0.0317025718
T001664,0.0491880085
T001665,0.0843778176
T001666,0.0338085651
T001667,0.0347659894
T001668,0.0227634384
T001669,0.1132466949
T001670,0.0526088977
T001671,0.0737584236
T001672,0.0474454263
T001673,0.0206914177
T001674,0.0639134820
T001675,0.0422605199
T001676,0.2477536286
T001677,0.0210705334
T001678,0.1094882747
T001679,0.0373439452
T001680,0.0341409430
T001681,0.0364472224
T001682,0.0648846439
T001683,0.0326784192
T001684,0.0265209886
T001685,0.0295073189
T001686,0.0405328071
T001687,0.0475907461
T001688,0.0599011033
T001689,0.1756873852
T001690,0.0425525808
T001691,0.0345255062
T001692,0.0526550306
T001693,0.0439653712
T001694,0.2489918110
T001695,0.0454236223
T001696,0.0338246901
T001697,0.3371873360
T001698,0.1689934436
T001699,0.0663503875
T001700,0.0672736126
T001701,0.0298065395
T001702,0.0390870886
T001703,0.0406669010
T001704,0.0256277175
T001705,0.1385964294
T001706,0.2240601649
T001707,0.0427060352
T001708,0.0747231007
T001709,0.0719252284
T001710,0.0413526422
T001711,0.2268229859
T001712,0.1764183657
T001713,0.1203873980
T001714,0.0210932976
T001715,0.1330472858
T001716,0.0544036535
T001717,0.0373229528
T001718,0.0287140890
T001719,0.2291583666
T001720,0.1285270685
T001721,0.0331006571
T001722,0.0863996951
T001723,0.0322361968
T001724,0.0473103866
T001725,0.0784064995
T001726,0.0293222931
T001727,0.0309123144
T001728,0.0308801172
T001729,0.0680984552
T001730,0.0534070970
T001731,0.0244040717
T001732,0.0396210199
T001733,0.0414491021
T001734,0.0346489518
T001735,0.0191307967
T001736,0.0460614878
T001737,0.2645370442
T001738,0.0468678588
T001739,0.0338998332
T001740,0.0778155014
T001741,0.0498854744
T001742,0.0430900138
T001743,0.0547993552
T001744,0.0381409009
T001745,0.0327958354
T001746,0.0377764625
T001747,0.0463745654
T001748,0.1120588450
T001749,0.0617793370
T001750,0.0735683640
T001751,0.0568253942
T001752,0.0739729469
T001753,0.0396893777
T001754,0.0329555453
T001755,0.0637365396
T001756,0.4680359629
T001757,0.3262642344
T001758,0.0646851054
T001759,0.0709792601
T001760,0.0371199570
T001761,0.0319712400
T001762,0.0971809218
T001763,0.0302762432
T001764,0.0390332643
T001765,0.1415596954
T001766,0.0615304155
T001767,0.0243625417
T001768,0.1027424185
T001769,0.0331136211
T001770,0.0284444239
T001771,0.0234217012
T001772,0.0434416661
T001773,0.2138773257
T001774,0.0679398984
T001775,0.0902195125
T001776,0.0655454383
T001777,0.0332392784
T001778,0.0303363500
T001779,0.0410601756
T001780,0.0569833226
T001781,0.0490493132
T001782,0.0511628473
T001783,0.0550121605
T001784,0.0550140891
T001785,0.4333838567
T001786,0.0310495601
T001787,0.0837456255
T001788,0.0441256777
T001789,0.0671871713
T001790,0.3831362278
T001791,0.0208312063
T001792,0.0356375476
T001793,0.0304175374
T001794,0.0398006107
T001795,0.0293252029
T001796,0.0716176369
T001797,0.0668159508
T001798,0.0418256976
T001799,0.0445751669
T001800,0.1931945243
T001801,0.0303367160
T001802,0.0261224327
T001803,0.0552033970
T001804,0.1189910735
T001805,0.0527141934
T001806,0.0486199995
T001807,0.0450836295
T001808,0.1310967972
T001809,0.2572045791
T001810,0.0474266762
T001811,0.0304340163
T001812,0.0649917212
T001813,0.0380870482
T001814,0.0362347942
T001815,0.2087250753
T001816,0.0355028014
T001817,0.0617736306
T001818,0.1612010797
T001819,0.0376975356
T001820,0.0387277695
T001821,0.0325414852
T001822,0.2519239243
T001823,0.0474061805
T001824,0.0709271557
T001825,0.0228514382
T001826,0.0589146422
T001827,0.2460327271
T001828,0.0317603233
T001829,0.0325046258
T001830,0.3948637178
T001831,0.0490010449
T001832,0.0229022259
T001833,0.0413920196
T001834,0.2879230113
T001835,0.1554055764
T001836,0.0987240514
T001837,0.0190953078
T001838,0.0295751703
T001839,0.0491386433
T001840,0.0443795581
T001841,0.0500409128
T001842,0.0213552442
T001843,0.0338627495
T001844,0.0478073717
T001845,0.0433231372
T001846,0.0386059407
T001847,0.1719354473
T001848,0.0293763911
T001849,0.0296538409
T001850,0.0488988000
T001851,0.0520925788
T001852,0.1050172246
T001853,0.0918966133
T001854,0.0567758375
T001855,0.0395748031
T001856,0.1367569670
T001857,0.0320310378
T001858,0.0277368536
T001859,0.0358097141
T001860,0.0339308592
T001861,0.0630866947
T001862,0.0314771751
T001863,0.1463088889
T001864,0.0975174697
T001865,0.0678442418
T001866,0.0357528059
T001867,0.0554536899
T001868,0.0558247171
T001869,0.0284612184
T001870,0.0239079039
T001871,0.0552354294
T001872,0.0317833570
T001873,0.0664772000
T001874,0.0445422804
T001875,0.0503475954
T001876,0.0938116811
T001877,0.0753499143
T001878,0.0771496897
T001879,0.0363753826
T001880,0.0436024083
T001881,0.0677448326
T001882,0.2311105118
T001883,0.0940656030
T001884,0.0885933745
T001885,0.1139553822
T001886,0.0451441232
T001887,0.0319220639
T001888,0.0479097834
T001889,0.0540519866
T001890,0.2468430925
T001891,0.1650123713
T001892,0.0345820601
T001893,0.2723972258
T001894,0.0241694671
T001895,0.0230630038
T001896,0.0436249635
T001897,0.0512981147
T001898,0.0414753454
T001899,0.0523642283
T001900,0.0215094913
T001901,0.0259459173
T001902,0.0316628165
T001903,0.0521356395
T001904,0.1058805270
T001905,0.0453454581
T001906,0.0681111789
T001907,0.0295871876
T001908,0.1690120727
T001909,0.0577572687
T001910,0.1148121722
T001911,0.5726708110
T001912,0.0529427355
T001913,0.0370387428
T001914,0.0360097691
T001915,0.0381123005
T001916,0.0309936095
T001917,0.0593691889
T001918,0.0198153769
T001919,0.0449348432
T001920,0.0462768672
T001921,0.0201124007
T001922,0.0301120487
T001923,0.0508864678
T001924,0.0397888402
T001925,0.2399664559
T001926,0.0528573756
T001927,0.0628409828
T001928,0.0588209616
T001929,0.0851369823
T001930,0.0404939801
T001931,0.0390193412
T001932,0.0478764201
T001933,0.0400207625
T001934,0.0660694371
T001935,0.0345115915
T001936,0.3522027972
T001937,0.0293998187
T001938,0.0283802094
T001939,0.0623655442
T001940,0.0269886982
T001941,0.0550011225
T001942,0.2286993579
T001943,0.0270844744
T001944,0.0735762908
T001945,0.0741077079
T001946,0.0433408888
T001947,0.0406366673
T001948,0.0197230528
T001949,0.0649898118
T001950,0.0207098561
T001951,0.0312025322
T001952,0.2305408377
T001953,0.0424221295
T001954,0.0327978524
T001955,0.1517158185
T001956,0.0284921738
T001957,0.0675921249
T001958,0.0444615354
T001959,0.0693809340
T001960,0.0672493780
T001961,0.2671274748
T001962,0.0726986082
T001963,0.0653037731
T001964,0.0208299270
T001965,0.0689114662
T001966,0.0371951585
T001967,0.1072809520
T001968,0.0406302931
T001969,0.0454794676
T001970,0.2330034828
T001971,0.1263606844
T001972,0.0451451664
T001973,0.0470135712
T001974,0.0451023374
T001975,0.0720257256
T001976,0.0972856970
T001977,0.0369522439
T001978,0.0258107510
T001979,0.0381112591
T001980,0.0587590609
T001981,0.0481527798
T001982,0.0634445622
T001983,0.1447808810
T001984,0.0518212764
T001985,0.0490968922
T001986,0.1117369215
T001987,0.0376050349
T001988,0.0743681485
T001989,0.0674159908
T001990,0.0474724751
T001991,0.4115370698
T001992,0.0359307592
T001993,0.0325936452
T001994,0.1082046164
T001995,0.0323708622
T001996,0.0458491966
T001997,0.0831816119
T001998,0.1494699496
T001999,0.0562044052
T002000,0.0793032185
T002001,0.1291309025
T002002,0.0247258913
T002003,0.0273927347
T002004,0.2854930127
T002005,0.0520409368
T002006,0.0768725905
T002007,0.0721158025
T002008,0.1966253882
T002009,0.1717891113
T002010,0.0381028856
T002011,0.0517428377
T002012,0.1041517047
T002013,0.0990857241
T002014,0.0607683468
T002015,0.0423535797
T002016,0.3673118236
T002017,0.0698647237
T002018,0.0256096587
T002019,0.0455085786
T002020,0.4083398287
T002021,0.0225343040
T002022,0.0336166010
T002023,0.0249781715
T002024,0.0358215913
T002025,0.0372045479
T002026,0.0756596752
T002027,0.0594440770
T002028,0.1666137076
T002029,0.0361287845
T002030,0.0492371598
T002031,0.0377577415
T002032,0.0805822125
T002033,0.0312738915
T002034,0.0418888104
T002035,0.0752171933
T002036,0.0331786026
T002037,0.1936935296
T002038,0.0468827900
T002039,0.0215855842
T002040,0.0476226438
T002041,0.0423246901
T002042,0.1242363197
T002043,0.0575471667
T002044,0.0319292437
T002045,0.0487451221
T002046,0.0271880823
T002047,0.0257436786
T002048,0.0517393234
T002049,0.0510791136
T002050,0.0184082233
T002051,0.1756018920
T002052,0.0263626369
T002053,0.0403073372
T002054,0.0339821972
T002055,0.1114106756
T002056,0.1524331978
T002057,0.0681809073
T002058,0.0460007656
T002059,0.0847431191
T002060,0.0360722454
T002061,0.0584767722
T002062,0.0907357497
T002063,0.0268808364
T002064,0.0476081048
T002065,0.0355073708
T002066,0.0457551961
T002067,0.0239947910
T002068,0.2865272229
T002069,0.0427859188
T002070,0.1879396651
T002071,0.0309496773
T002072,0.2071026344
T002073,0.0374895658
T002074,0.0350072376
T002075,0.0397568955
T002076,0.0560042424
T002077,0.0340327628
T002078,0.0261449515
T002079,0.0477254580
T002080,0.0197843002
T002081,0.0307504701
T002082,0.0775846218
T002083,0.0853066370
T002084,0.0583284800
T002085,0.1251096208
T002086,0.0136446105
T002087,0.1477936919
T002088,0.0836804760
T002089,0.0716217889
T002090,0.0646771884
T002091,0.0333728824
T002092,0.0829682383
T002093,0.0570055992
T002094,0.0572761223
T002095,0.0411764641
T002096,0.0257510367
T002097,0.0595163355
T002098,0.0759338854
T002099,0.2105376526
T002100,0.0386928835
T002101,0.0768296872
T002102,0.0292529741
T002103,0.4526555503
T002104,0.0349445221
T002105,0.0971792744
T002106,0.0886954030
T002107,0.1290058401
T002108,0.0361103157
T002109,0.0423611735
T002110,0.0450952447
T002111,0.1429657892
T002112,0.0251796835
T002113,0.0676840720
T002114,0.0337340598
T002115,0.3492190296
T002116,0.0470411316
T002117,0.3902039695
T002118,0.0378553398
T002119,0.2083603671
T002120,0.0287519692
T002121,0.0663236742
T002122,0.0321871307
T002123,0.1864003760
T002124,0.0435629990
T002125,0.0580687496
T002126,0.2259386961
T002127,0.1220290360
T002128,0.0389416368
T002129,0.0453416567
T002130,0.0389172404
T002131,0.1789548485
T002132,0.0331317944
T002133,0.0348523515
T002134,0.0791537140
T002135,0.0261633785
T002136,0.0818711421
T002137,0.0540778023
T002138,0.1629482370
T002139,0.0261655795
T002140,0.0395666793
T002141,0.0301663375
T002142,0.0265790690
T002143,0.0491953523
T002144,0.1808972722
T002145,0.0983290474
T002146,0.0364226392
T002147,0.0535531269
T002148,0.0382156422
T002149,0.0558316872
T002150,0.0726496049
T002151,0.0251808064
T002152,0.0548513212
T002153,0.3042593641
T002154,0.0953779260
T002155,0.0498565409
T002156,0.0299070654
T002157,0.1597597386
T002158,0.0703822256
T002159,0.0405053145
T002160,0.0271820890
T002161,0.2170087113
T002162,0.0311996116
T002163,0.0485064753
T002164,0.0680590794
T002165,0.0243084415
T002166,0.0562201337
T002167,0.0269685551
T002168,0.1129678909
T002169,0.0343967251
T002170,0.0438135488
T002171,0.0279435568
T002172,0.1073516556
T002173,0.0267142625
T002174,0.0641057827
T002175,0.0311076333
T002176,0.0697773481
T002177,0.0379594064
T002178,0.0443498519
T002179,0.0776416716
T002180,0.1328756888
T002181,0.0872513285
T002182,0.1190171436
T002183,0.0251428458
T002184,0.0661589297
T002185,0.0682311421
T002186,0.1220797733
T002187,0.0701561099
T002188,0.0277448944
T002189,0.0582406701
T002190,0.0306461180
T002191,0.0376624551
T002192,0.0464857671
T002193,0.0795182401
T002194,0.0599849031
T002195,0.0899401810
T002196,0.0529734665
T002197,0.0424830328
T002198,0.0767255237
T002199,0.0312119373
T002200,0.2804120894
T002201,0.0767320909
T002202,0.0923068887
T002203,0.0971436254
T002204,0.0915008844
T002205,0.0171994225
T002206,0.0803118334
T002207,0.1119075216
T002208,0.0604702784
T002209,0.1132672631
T002210,0.0165071575
T002211,0.3700031767
T002212,0.0494504563
T002213,0.0314154796
T002214,0.0487959401
T002215,0.0672653280
T002216,0.0411222296
T002217,0.0262265587
T002218,0.0433999089
T002219,0.0526014266
T002220,0.0651077888
T002221,0.1493631201
T002222,0.2039620089
T002223,0.1121639330
T002224,0.0320078719
T002225,0.0256053548
T002226,0.0437185238
T002227,0.0230390301
T002228,0.0202888652
T002229,0.0578081692
T002230,0.2537369861
T002231,0.0631402292
T002232,0.1726421842
T002233,0.1415202475
T002234,0.0378390829
T002235,0.0312909927
T002236,0.1544095103
T002237,0.0445330224
T002238,0.0406155770
T002239,0.0294222976
T002240,0.0891438171
T002241,0.0916273018
T002242,0.0702406036
T002243,0.0913054370
T002244,0.0360149313
T002245,0.0250875832
T002246,0.2884239509
T002247,0.0768487386
T002248,0.2245691918
T002249,0.1092935485
T002250,0.0366293017
T002251,0.0332380119
T002252,0.0709646323
T002253,0.0358284399
T002254,0.0535539728
T002255,0.0558753976
T002256,0.4056874980
T002257,0.0285804678
T002258,0.0238714103
T002259,0.0343715426
T002260,0.0748518903
T002261,0.0710307320
T002262,0.0520271015
T002263,0.0262270261
T002264,0.0748676716
T002265,0.0615736000
T002266,0.1564538470
T002267,0.0505042000
T002268,0.0209754074
T002269,0.0873182209
T002270,0.1398276406
T002271,0.0570431409
T002272,0.0242380653
T002273,0.0518778384
T002274,0.0621868335
T002275,0.0405299902
T002276,0.2062658916
T002277,0.0709346718
T002278,0.0172685089
T002279,0.0788774053
T002280,0.0747717811
T002281,0.0808915864
T002282,0.0305441967
T002283,0.1366713112
T002284,0.0408286840
T002285,0.2484100058
T002286,0.0326626966
T002287,0.1193646118
T002288,0.0806293280
T002289,0.0344875656
T002290,0.1197625065
T002291,0.2623306437
T002292,0.0348643694
T002293,0.0427984584
T002294,0.0253889228
T002295,0.0373203145
T002296,0.0345539804
T002297,0.0491372048
T002298,0.0454756278
T002299,0.1011706661
T002300,0.0537855974
T002301,0.1125654303
T002302,0.2183645126
T002303,0.0865169803
T002304,0.0238921841
T002305,0.0633899588
T002306,0.0601747975
T002307,0.3287469659
T002308,0.0600733680
T002309,0.0778263269
T002310,0.0265834032
T002311,0.0657102812
T002312,0.2139034807
T002313,0.0678987235
T002314,0.0549940459
T002315,0.0417655003
T002316,0.2346316194
T002317,0.0375272426
T002318,0.0525983399
T002319,0.3004434196
T002320,0.0784988486
T002321,0.0237375304
T002322,0.0989211164
T002323,0.0466018880
T002324,0.0268567417
T002325,0.0869036455
T002326,0.0446337779
T002327,0.0849896054
T002328,0.0285006960
T002329,0.0439355123
T002330,0.0606443199
T002331,0.5018141451
T002332,0.0808814673
T002333,0.0298324864
T002334,0.0451322470
T002335,0.0995553552
T002336,0.0273368244
T002337,0.0272558128
T002338,0.0299282903
T002339,0.2582296429
T002340,0.0320337802
T002341,0.0754762637
T002342,0.0221424819
T002343,0.0507703593
T002344,0.0361640378
T002345,0.0263370324
T002346,0.0689977975
T002347,0.2107122477
T002348,0.0565806230
T002349,0.0376725289
T002350,0.0445264779
T002351,0.1150124105
T002352,0.0362123684
T002353,0.0412222379
T002354,0.0367696248
T002355,0.0497296911
T002356,0.0399208880
T002357,0.0265398577
T002358,0.0358419706
T002359,0.0329871645
T002360,0.0836811166
T002361,0.1389861297
T002362,0.0313133098
T002363,0.0549297543
T002364,0.0815830115
T002365,0.0462863991
T002366,0.0331056923
T002367,0.0934012479
T002368,0.0161248349
T002369,0.0319755796
T002370,0.0411004409
T002371,0.0319584797
T002372,0.2156900069
T002373,0.0304185117
T002374,0.2275513379
T002375,0.0631952943
T002376,0.0556806278
T002377,0.0815054277
T002378,0.2758920609
T002379,0.0446228110
T002380,0.0338726849
T002381,0.0477553653
T002382,0.0289613412
T002383,0.0315183813
T002384,0.2966537762
T002385,0.0489681147
T002386,0.0173433150
T002387,0.0491889187
T002388,0.0435979048
T002389,0.0406104403
T002390,0.0382772817
T002391,0.1691637558
T002392,0.0278176053
T002393,0.0447006533
T002394,0.1591574194
T002395,0.0533120665
T002396,0.0214699825
T002397,0.0905235417
T002398,0.0319775798
T002399,0.0856948850
T002400,0.0236439717
T002401,0.0262322711
T002402,0.1435529659
T002403,0.0364566296
T002404,0.0379755964
T002405,0.0493384274
T002406,0.0592591876
T002407,0.0674721696
T002408,0.0482901130
T002409,0.0292278492
T002410,0.0230736156
T002411,0.0539051618
T002412,0.0380393402
T002413,0.0255617427
T002414,0.0545969030
T002415,0.0418426832
T002416,0.2828339585
T002417,0.0202137059
T002418,0.0199644198
T002419,0.0441314058
T002420,0.0226210207
T002421,0.0201399364
T002422,0.0911920453
T002423,0.0360720374
T002424,0.0469682216
T002425,0.0406781893
T002426,0.0536136852
T002427,0.0420664873
T002428,0.0257630371
T002429,0.0851429243
T002430,0.0929676863
T002431,0.0312463201
T002432,0.0316030519
T002433,0.1218025290
T002434,0.1527321210
T002435,0.0250105804
T002436,0.0533618028
T002437,0.0215162160
T002438,0.0455551307
T002439,0.0371190318
T002440,0.2920083648
T002441,0.0527287219
T002442,0.2965173452
T002443,0.0803501898
T002444,0.0866748577
T002445,0.0895271136
T002446,0.0409328853
T002447,0.0750102693
T002448,0.2300758293
T002449,0.0444149311
T002450,0.0631639251
T002451,0.1527238907
T002452,0.0332316395
T002453,0.0939199113
T002454,0.1534427032
T002455,0.0355876013
T002456,0.0412045287
T002457,0.0300022952
T002458,0.0512501173
T002459,0.0545081724
T002460,0.0419764644
T002461,0.0866184385
T002462,0.0778207629
T002463,0.0625983224
T002464,0.1436084748
T002465,0.0647500025
T002466,0.2165663403
T002467,0.0381893335
T002468,0.0379345086
T002469,0.0257857617
T002470,0.0323541363
T002471,0.0450924707
T002472,0.0959136549
T002473,0.1295899467
T002474,0.0675782977
T002475,0.1096731798
T002476,0.2958530141
T002477,0.0625854635
T002478,0.0265501302
T002479,0.0385645274
T002480,0.0421935653
T002481,0.0308308781
T002482,0.0518643621
T002483,0.0262109669
T002484,0.0534197508
T002485,0.0248433672
T002486,0.0292924062
T002487,0.0838476449
T002488,0.1246982767
T002489,0.0302194449
T002490,0.0240010799
T002491,0.0783634482
T002492,0.0531230100
T002493,0.0230610766
T002494,0.0367664153
T002495,0.0583203120
T002496,0.0460832593
T002497,0.0552817502
T002498,0.0936862468
T002499,0.0297101279
T002500,0.1653603709
T002501,0.0345911572
T002502,0.0741908881
T002503,0.0181458671
T002504,0.3253923369
T002505,0.0271804250
T002506,0.0337609814
T002507,0.2725609338
T002508,0.0327411242
T002509,0.0780654192
T002510,0.0491665579
T002511,0.0795367798
T002512,0.0219232571
T002513,0.0739848635
T002514,0.0331821669
T002515,0.0281344149
T002516,0.0297871501
T002517,0.0681105167
T002518,0.0284566853
T002519,0.0431014214
T002520,0.1138322699
T002521,0.2034703814
T002522,0.0495666615
T002523,0.0391006855
T002524,0.1615221653
T002525,0.0292359875
T002526,0.0581697315
T002527,0.0504265473
T002528,0.0399903424
T002529,0.0363372492
T002530,0.1612028953
T002531,0.1442091716
T002532,0.0715334991
T002533,0.1879810859
T002534,0.0333448388
T002535,0.1888947892
T002536,0.0656553598
T002537,0.0644229461
T002538,0.0499342320
T002539,0.0231778468
T002540,0.0632503428
T002541,0.0354923375
T002542,0.0350748295
